fileName,MRCAoA,MRCColMeaningfulness,MRCConcreteness,MRCFamiliarity,MRCPavioMeaningfulness,POS_numAdjectives,POS_numAdverbs,POS_numNouns,POS_numVerbs,SYN_avgSentenceLength,SYN_numSentences,TRAD_Flesch,TRAD_Kincaid,TRAD_numChars,TRAD_numSyll,Word_TTR,Word_numWords,readinglevel
Amazon-adv.txt,0.32,1.95,1.89,4.13,0.22,0.11,0.03,0.34,0.16,19.38,36.0,48.68,13.04,5.09,1.55,0.45,698.0,2
Amazon-ele.txt,0.3,2.14,1.95,4.27,0.19,0.11,0.04,0.35,0.15,14.63,33.0,58.37,9.99,4.88,1.51,0.43,483.0,0
Amazon-int.txt,0.3,2.07,1.92,4.26,0.16,0.12,0.03,0.33,0.16,18.15,32.0,52.55,11.93,4.99,1.53,0.44,581.0,1
Amsterdam-adv.txt,0.29,1.98,1.78,3.97,0.17,0.09,0.04,0.29,0.22,25.94,19.0,60.34,10.69,4.91,1.44,0.48,493.0,2
Amsterdam-ele.txt,0.27,2.28,2.01,4.34,0.19,0.1,0.05,0.29,0.22,22.27,22.0,71.02,8.34,4.6,1.36,0.43,490.0,0
Amsterdam-int.txt,0.33,2.03,1.85,4.09,0.17,0.1,0.04,0.3,0.21,24.75,20.0,61.16,10.29,4.84,1.45,0.47,495.0,1
Anita-adv.txt,0.26,2.22,2.02,4.31,0.17,0.12,0.03,0.28,0.17,21.47,48.0,70.22,8.22,4.77,1.38,0.45,1031.0,2
Anita-ele.txt,0.32,2.48,2.28,4.64,0.17,0.11,0.04,0.28,0.16,19.61,26.0,80.61,6.32,4.42,1.28,0.48,510.0,0
Anita-int.txt,0.24,2.41,2.16,4.49,0.18,0.12,0.03,0.28,0.17,21.22,36.0,72.03,8.03,4.68,1.36,0.47,764.0,1
Arctic-mapping-adv.txt,0.28,2.16,2.09,4.28,0.16,0.08,0.04,0.33,0.18,32.03,27.0,63.19,11.62,4.74,1.35,0.49,865.0,2
Arctic-mapping-ele.txt,0.3,2.31,2.19,4.4,0.17,0.07,0.04,0.34,0.18,22.78,23.0,77.24,7.64,4.51,1.28,0.49,524.0,0
Arctic-mapping-int.txt,0.31,2.2,2.15,4.33,0.16,0.07,0.03,0.34,0.18,28.72,22.0,70.11,9.93,4.68,1.3,0.5,632.0,1
Banksy-adv.txt,0.29,2.3,2.14,4.49,0.34,0.06,0.03,0.3,0.18,29.03,29.0,72.36,9.68,4.57,1.27,0.41,842.0,2
Banksy-ele.txt,0.22,2.59,2.33,4.79,0.35,0.05,0.02,0.3,0.22,21.52,21.0,90.67,5.71,4.27,1.12,0.41,452.0,0
Banksy-int.txt,0.29,2.39,2.19,4.53,0.35,0.05,0.03,0.31,0.2,30.8,21.0,72.42,10.06,4.48,1.25,0.41,647.0,1
Billionaires-adv.txt,0.32,2.06,1.97,4.25,0.24,0.1,0.06,0.32,0.17,27.41,24.0,62.33,10.45,4.88,1.42,0.45,658.0,2
Billionaires-ele.txt,0.33,2.51,2.28,4.72,0.35,0.1,0.05,0.31,0.19,23.72,18.0,76.08,7.61,4.6,1.3,0.44,427.0,0
Billionaires-int.txt,0.27,2.18,2.02,4.39,0.24,0.1,0.05,0.31,0.19,24.0,23.0,72.9,8.18,4.66,1.33,0.44,552.0,1
Blackberry-adv.txt,0.25,2.12,1.94,4.23,0.16,0.07,0.05,0.36,0.16,20.13,53.0,70.99,7.65,4.85,1.39,0.44,1067.0,2
Blackberry-ele.txt,0.21,2.17,1.94,4.22,0.11,0.08,0.06,0.36,0.17,16.97,44.0,74.53,6.42,4.77,1.39,0.4,747.0,0
Blackberry-int.txt,0.21,2.13,1.93,4.26,0.18,0.07,0.06,0.36,0.16,19.38,49.0,71.47,7.48,4.78,1.39,0.42,950.0,1
Bolivia-adv.txt,0.31,1.69,1.73,3.94,0.17,0.09,0.03,0.33,0.18,27.96,32.0,50.22,12.46,5.13,1.55,0.41,895.0,2
Bolivia-ele.txt,0.38,1.87,1.88,4.14,0.13,0.09,0.03,0.32,0.2,20.67,31.0,65.42,8.7,4.89,1.45,0.39,641.0,0
Bolivia-int.txt,0.37,1.78,1.83,4.05,0.12,0.09,0.03,0.33,0.19,22.6,33.0,58.84,10.04,4.98,1.5,0.4,746.0,1
Bonus-pay-adv.txt,0.3,1.98,1.81,3.99,0.19,0.09,0.03,0.34,0.19,32.5,22.0,55.8,12.45,4.96,1.44,0.46,715.0,2
Bonus-pay-ele.txt,0.29,2.21,1.94,4.28,0.11,0.08,0.03,0.32,0.2,21.52,21.0,81.3,6.6,4.65,1.25,0.44,452.0,0
Bonus-pay-int.txt,0.33,2.02,1.84,4.02,0.16,0.09,0.03,0.34,0.19,23.0,25.0,67.84,8.73,4.9,1.4,0.46,575.0,1
Brazil-adv.txt,0.3,1.98,1.88,4.0,0.16,0.09,0.05,0.34,0.16,25.02,39.0,55.05,11.12,5.13,1.52,0.47,976.0,2
Brazil-ele.txt,0.32,2.24,2.06,4.3,0.16,0.1,0.03,0.35,0.17,20.18,32.0,62.21,8.93,5.0,1.49,0.45,646.0,0
Brazil-int.txt,0.34,2.06,1.97,4.13,0.18,0.09,0.04,0.35,0.17,22.02,36.0,58.88,9.85,5.1,1.51,0.46,793.0,1
Cigarettes-adv.txt,0.38,1.94,1.83,4.08,0.34,0.08,0.03,0.35,0.18,31.36,25.0,50.32,13.2,5.22,1.51,0.45,784.0,2
Cigarettes-ele.txt,0.31,2.2,1.89,4.3,0.19,0.09,0.04,0.32,0.19,22.95,23.0,66.72,9.01,4.99,1.41,0.4,528.0,0
Cigarettes-int.txt,0.41,1.98,1.85,4.2,0.34,0.08,0.02,0.35,0.18,30.0,22.0,52.19,12.66,5.19,1.5,0.44,660.0,1
Coal-to-challenge-oil-adv.txt,0.37,2.02,2.04,3.95,0.16,0.09,0.03,0.38,0.16,29.56,25.0,55.47,12.15,4.92,1.46,0.42,739.0,2
Coal-to-challenge-oil-ele.txt,0.47,2.3,2.34,4.32,0.26,0.08,0.04,0.38,0.14,21.63,19.0,81.19,6.74,4.49,1.25,0.44,411.0,0
Coal-to-challenge-oil-int.txt,0.43,2.08,2.16,4.04,0.21,0.09,0.03,0.4,0.13,27.64,17.0,62.99,10.66,4.87,1.4,0.46,470.0,1
Copyright-adv.txt,0.44,2.07,1.97,4.17,0.23,0.06,0.02,0.35,0.19,28.47,23.0,59.48,11.17,4.86,1.44,0.48,655.0,2
Copyright-ele.txt,0.38,2.27,2.08,4.26,0.24,0.06,0.03,0.34,0.2,23.91,23.0,67.99,8.99,4.76,1.38,0.47,550.0,0
Copyright-int.txt,0.45,2.12,2.01,4.2,0.24,0.06,0.02,0.36,0.19,27.86,23.0,60.12,10.95,4.87,1.44,0.48,641.0,1
Crowdfunding-adv.txt,0.3,2.33,2.16,4.6,0.28,0.07,0.03,0.3,0.19,26.0,40.0,68.71,9.57,4.51,1.34,0.41,1040.0,2
Crowdfunding-ele.txt,0.26,2.53,2.28,4.79,0.44,0.08,0.04,0.29,0.2,19.96,32.0,73.65,7.33,4.4,1.36,0.42,639.0,0
Crowdfunding-int.txt,0.29,2.38,2.19,4.65,0.38,0.07,0.03,0.29,0.2,24.08,37.0,69.9,8.98,4.45,1.35,0.4,891.0,1
Denmark-adv.txt,0.2,2.52,2.24,4.75,0.26,0.07,0.09,0.24,0.23,21.96,31.0,77.86,7.3,4.33,1.28,0.45,681.0,2
Denmark-ele.txt,0.24,2.55,2.26,4.78,0.25,0.06,0.07,0.24,0.24,18.52,34.0,85.91,5.41,4.24,1.22,0.41,630.0,0
Denmark-int.txt,0.19,2.49,2.21,4.74,0.25,0.07,0.08,0.24,0.24,21.31,32.0,80.71,6.76,4.26,1.26,0.43,682.0,1
Everest-adv.txt,0.28,2.12,1.98,4.19,0.25,0.09,0.04,0.3,0.19,19.76,52.0,77.28,6.85,4.72,1.32,0.43,1028.0,2
Everest-ele.txt,0.35,2.26,2.12,4.45,0.3,0.08,0.05,0.3,0.19,16.71,42.0,83.53,5.43,4.57,1.27,0.42,702.0,0
Everest-int.txt,0.31,2.14,2.02,4.25,0.25,0.09,0.04,0.31,0.18,19.66,51.0,79.64,6.5,4.64,1.29,0.42,1003.0,1
Exercise-adv.txt,0.23,2.2,2.0,4.3,0.26,0.09,0.05,0.29,0.17,22.95,43.0,65.95,9.25,4.74,1.41,0.43,987.0,2
Exercise-ele.txt,0.25,2.22,2.05,4.35,0.19,0.08,0.06,0.29,0.17,16.81,43.0,75.15,6.49,4.57,1.37,0.39,723.0,0
Exercise-int.txt,0.28,2.25,2.07,4.43,0.21,0.09,0.06,0.27,0.17,21.56,39.0,71.07,8.2,4.6,1.37,0.42,841.0,1
Facebook-deserted-by-millions-of-users-adv.txt,0.19,1.99,1.76,4.01,0.13,0.09,0.04,0.37,0.18,23.38,34.0,60.37,9.74,4.94,1.49,0.43,795.0,2
Facebook-deserted-by-millions-of-users-ele.txt,0.31,2.15,1.96,4.27,0.13,0.09,0.05,0.36,0.16,20.03,26.0,67.28,8.02,4.74,1.44,0.45,521.0,0
Facebook-deserted-by-millions-of-users-int.txt,0.22,2.06,1.82,4.08,0.14,0.08,0.05,0.38,0.18,21.66,30.0,61.5,9.15,4.86,1.5,0.45,650.0,1
False-memory-adv.txt,0.21,2.1,1.83,4.21,0.32,0.11,0.05,0.29,0.18,24.71,45.0,56.48,11.01,5.06,1.5,0.37,1112.0,2
False-memory-ele.txt,0.21,2.31,2.01,4.46,0.35,0.11,0.04,0.28,0.16,18.85,34.0,81.39,6.11,4.59,1.27,0.38,641.0,0
False-memory-int.txt,0.2,2.18,1.89,4.33,0.31,0.11,0.04,0.29,0.17,23.08,37.0,65.27,9.31,4.85,1.42,0.39,854.0,1
Ferguson-adv.txt,0.26,2.37,2.22,4.61,0.26,0.08,0.05,0.27,0.18,23.28,45.0,79.52,7.42,4.43,1.25,0.39,1048.0,2
Ferguson-ele.txt,0.21,2.56,2.32,4.82,0.26,0.08,0.04,0.27,0.17,18.44,38.0,89.69,4.85,4.22,1.18,0.36,701.0,0
Ferguson-int.txt,0.24,2.38,2.2,4.61,0.29,0.08,0.04,0.27,0.18,21.74,39.0,80.98,6.84,4.41,1.25,0.39,848.0,1
Fitness-adv.txt,0.21,2.44,2.23,4.34,0.28,0.08,0.07,0.28,0.19,19.86,46.0,87.6,5.39,4.41,1.19,0.46,914.0,2
Fitness-ele.txt,0.16,2.58,2.32,4.46,0.25,0.08,0.07,0.26,0.2,16.42,42.0,98.56,3.1,4.21,1.1,0.44,690.0,0
Fitness-int.txt,0.18,2.45,2.22,4.34,0.23,0.08,0.07,0.27,0.21,18.37,43.0,89.75,4.76,4.37,1.18,0.45,790.0,1
Food-shortages-adv.txt,0.39,2.1,2.04,4.14,0.43,0.1,0.03,0.36,0.16,30.76,25.0,45.22,14.04,5.16,1.56,0.45,769.0,2
Food-shortages-ele.txt,0.35,2.41,2.26,4.39,0.4,0.09,0.04,0.37,0.19,22.04,21.0,72.1,7.96,4.75,1.36,0.46,463.0,0
Food-shortages-int.txt,0.42,2.16,2.1,4.22,0.42,0.1,0.03,0.36,0.18,24.66,24.0,59.45,10.41,4.99,1.47,0.45,592.0,1
Gangs-adv.txt,0.26,2.27,2.11,4.49,0.22,0.08,0.06,0.23,0.23,17.14,67.0,87.06,4.77,4.39,1.23,0.38,1149.0,2
Gangs-ele.txt,0.3,2.27,2.19,4.53,0.32,0.08,0.05,0.26,0.22,14.58,51.0,93.06,3.42,4.32,1.19,0.39,744.0,0
Gangs-int.txt,0.28,2.29,2.18,4.56,0.31,0.08,0.06,0.24,0.23,14.79,62.0,91.95,3.62,4.3,1.2,0.38,917.0,1
Gorillas-and-oil-adv.txt,0.49,2.19,2.16,4.49,0.19,0.08,0.05,0.34,0.16,21.21,41.0,65.86,8.75,4.89,1.44,0.4,870.0,2
Gorillas-and-oil-ele.txt,0.65,2.39,2.36,4.74,0.17,0.07,0.02,0.38,0.15,17.88,25.0,77.34,6.41,4.61,1.34,0.44,447.0,0
Gorillas-and-oil-int.txt,0.52,2.3,2.24,4.63,0.16,0.08,0.05,0.34,0.17,19.91,34.0,71.22,7.67,4.77,1.39,0.42,677.0,1
Greeks-and-drugs-adv.txt,0.32,2.06,1.94,4.27,0.2,0.09,0.05,0.3,0.2,24.28,38.0,62.76,9.82,4.84,1.44,0.44,923.0,2
Greeks-and-drugs-ele.txt,0.29,2.24,2.03,4.47,0.26,0.1,0.03,0.29,0.21,17.6,30.0,77.49,6.22,4.47,1.34,0.42,528.0,0
Greeks-and-drugs-int.txt,0.3,2.09,1.94,4.33,0.21,0.09,0.05,0.29,0.22,20.28,39.0,67.49,8.24,4.7,1.43,0.43,791.0,1
Hillsborough-adv.txt,0.29,1.88,1.85,4.06,0.27,0.06,0.04,0.34,0.18,32.05,34.0,58.27,12.18,5.15,1.41,0.39,1090.0,2
Hillsborough-ele.txt,0.26,2.03,2.0,4.33,0.31,0.05,0.04,0.33,0.18,19.05,38.0,87.56,5.24,4.69,1.2,0.36,724.0,0
Hillsborough-int.txt,0.29,1.95,1.95,4.23,0.31,0.05,0.04,0.34,0.18,23.41,34.0,74.81,8.0,4.93,1.31,0.39,796.0,1
Insects-adv.txt,0.21,2.24,2.08,4.32,0.3,0.09,0.06,0.33,0.15,24.27,36.0,64.08,9.78,4.72,1.42,0.48,874.0,2
Insects-ele.txt,0.26,2.46,2.28,4.5,0.33,0.08,0.04,0.34,0.16,19.85,34.0,75.14,7.22,4.5,1.34,0.44,675.0,0
Insects-int.txt,0.23,2.27,2.11,4.36,0.3,0.09,0.06,0.33,0.17,22.44,34.0,67.43,9.07,4.63,1.39,0.46,763.0,1
Japan-adv.txt,0.25,2.46,2.21,4.56,0.21,0.05,0.05,0.29,0.2,16.95,65.0,76.19,6.29,4.52,1.36,0.4,1102.0,2
Japan-ele.txt,0.2,2.59,2.31,4.72,0.23,0.06,0.04,0.26,0.21,15.24,50.0,82.47,5.04,4.37,1.31,0.38,762.0,0
Japan-int.txt,0.25,2.52,2.28,4.67,0.25,0.05,0.05,0.28,0.21,15.6,56.0,78.57,5.72,4.41,1.35,0.41,874.0,1
Japan-menu-adv.txt,0.37,1.78,1.83,3.79,0.24,0.09,0.03,0.34,0.2,27.74,31.0,52.03,12.15,5.13,1.53,0.5,860.0,2
Japan-menu-ele.txt,0.35,1.97,2.03,4.04,0.22,0.09,0.03,0.35,0.19,21.95,21.0,60.21,9.91,4.97,1.48,0.52,461.0,0
Japan-menu-int.txt,0.36,1.86,1.91,3.93,0.19,0.09,0.02,0.34,0.2,26.68,25.0,53.68,11.67,5.05,1.52,0.49,667.0,1
Kashmir-adv.txt,0.25,2.2,2.0,4.29,0.22,0.08,0.06,0.3,0.18,21.39,53.0,70.1,8.14,4.72,1.39,0.45,1134.0,2
Kashmir-ele.txt,0.29,2.29,2.05,4.38,0.25,0.1,0.06,0.3,0.19,15.3,46.0,75.11,6.06,4.71,1.39,0.44,704.0,0
Kashmir-int.txt,0.31,2.25,2.08,4.42,0.28,0.08,0.05,0.31,0.19,16.96,54.0,72.31,6.81,4.73,1.41,0.45,916.0,1
Kate-and-William-adv.txt,0.27,1.91,1.79,3.97,0.27,0.08,0.03,0.32,0.17,27.53,26.0,58.62,11.24,4.96,1.45,0.46,716.0,2
Kate-and-William-ele.txt,0.35,2.21,2.15,4.48,0.4,0.05,0.03,0.34,0.17,20.06,15.0,78.01,6.88,4.62,1.3,0.47,301.0,0
Kate-and-William-int.txt,0.31,1.99,1.93,4.14,0.34,0.07,0.03,0.34,0.15,22.83,18.0,70.44,8.51,4.86,1.36,0.48,411.0,1
Kenya-adv.txt,0.25,2.02,1.86,4.04,0.14,0.11,0.04,0.3,0.18,27.81,33.0,60.99,10.97,4.99,1.42,0.43,918.0,2
Kenya-ele.txt,0.28,2.19,2.08,4.46,0.18,0.09,0.04,0.27,0.19,19.58,34.0,78.88,6.53,4.64,1.3,0.38,666.0,0
Kenya-int.txt,0.25,2.09,1.93,4.19,0.14,0.1,0.04,0.28,0.19,23.4,32.0,71.95,8.43,4.83,1.34,0.42,749.0,1
Liberia-adv.txt,0.27,2.36,2.2,4.39,0.25,0.07,0.04,0.32,0.19,23.84,46.0,69.19,8.81,4.58,1.37,0.38,1097.0,2
Liberia-ele.txt,0.29,2.66,2.51,4.74,0.33,0.07,0.03,0.33,0.18,20.79,34.0,79.8,6.73,4.25,1.27,0.38,707.0,0
Liberia-int.txt,0.28,2.5,2.32,4.56,0.27,0.08,0.03,0.32,0.19,22.62,40.0,72.97,8.05,4.48,1.34,0.39,905.0,1
Lie-detector-adv.txt,0.29,2.08,1.88,4.19,0.33,0.08,0.04,0.3,0.19,25.39,38.0,58.57,10.6,4.98,1.48,0.45,965.0,2
Lie-detector-ele.txt,0.29,2.28,1.99,4.37,0.33,0.09,0.03,0.31,0.19,18.5,26.0,76.67,6.52,4.71,1.34,0.47,481.0,0
Lie-detector-int.txt,0.31,2.24,1.99,4.42,0.35,0.07,0.04,0.31,0.19,21.04,41.0,70.09,8.03,4.79,1.39,0.42,863.0,1
Life-expectancy-adv.txt,0.27,2.21,2.0,4.47,0.34,0.09,0.05,0.29,0.17,25.28,38.0,68.25,9.21,4.7,1.37,0.43,961.0,2
Life-expectancy-ele.txt,0.27,2.33,2.1,4.59,0.37,0.1,0.05,0.3,0.16,19.37,37.0,80.74,6.12,4.48,1.29,0.42,717.0,0
Life-expectancy-int.txt,0.26,2.25,2.02,4.54,0.32,0.1,0.05,0.29,0.18,22.35,40.0,71.97,8.02,4.61,1.36,0.42,894.0,1
Life-on-Mars-adv.txt,0.35,2.2,2.09,4.4,0.36,0.06,0.04,0.31,0.19,25.8,41.0,73.3,8.7,4.61,1.3,0.4,1058.0,2
Life-on-Mars-ele.txt,0.27,2.26,2.13,4.44,0.36,0.06,0.03,0.31,0.18,20.92,27.0,81.4,6.45,4.5,1.26,0.41,565.0,0
Life-on-Mars-int.txt,0.34,2.22,2.11,4.45,0.37,0.06,0.04,0.31,0.19,24.23,30.0,75.18,8.05,4.57,1.3,0.42,727.0,1
Loterry-adv.txt,0.26,1.92,1.82,4.03,0.21,0.07,0.04,0.35,0.17,23.4,30.0,70.92,7.7,4.73,1.39,0.43,702.0,2
Loterry-ele.txt,0.25,2.02,1.87,4.0,0.25,0.09,0.04,0.34,0.18,19.55,27.0,73.1,6.57,4.74,1.41,0.41,528.0,0
Loterry-int.txt,0.26,1.97,1.83,4.03,0.26,0.08,0.04,0.35,0.17,22.24,29.0,72.01,7.25,4.69,1.39,0.43,645.0,1
Malala-adv.txt,0.25,2.34,2.16,4.48,0.22,0.07,0.04,0.3,0.17,23.21,38.0,69.85,8.62,4.66,1.37,0.45,882.0,2
Malala-ele.txt,0.22,2.55,2.32,4.71,0.26,0.04,0.03,0.31,0.17,19.6,30.0,83.41,5.84,4.46,1.25,0.43,588.0,0
Malala-int.txt,0.25,2.39,2.2,4.56,0.23,0.06,0.04,0.3,0.18,22.31,38.0,72.66,8.03,4.58,1.34,0.43,848.0,1
Meteorite-adv.txt,0.34,2.07,2.02,4.2,0.38,0.09,0.04,0.32,0.17,22.21,38.0,66.88,8.86,4.82,1.41,0.47,844.0,2
Meteorite-ele.txt,0.27,2.42,2.23,4.5,0.45,0.08,0.04,0.32,0.17,15.84,33.0,85.09,4.85,4.56,1.27,0.46,523.0,0
Meteorite-int.txt,0.29,2.19,2.07,4.32,0.4,0.09,0.05,0.31,0.17,19.85,35.0,71.73,7.64,4.75,1.38,0.46,695.0,1
Midlife-crisis-adv.txt,0.26,2.15,1.93,4.39,0.26,0.1,0.03,0.3,0.15,24.22,31.0,67.65,9.15,4.86,1.38,0.41,751.0,2
Midlife-crisis-ele.txt,0.25,2.33,2.09,4.62,0.33,0.1,0.02,0.31,0.15,21.41,24.0,76.77,7.26,4.65,1.3,0.42,514.0,0
Midlife-crisis-int.txt,0.28,2.19,1.99,4.5,0.3,0.09,0.03,0.31,0.14,22.77,27.0,71.94,8.23,4.78,1.35,0.42,615.0,1
Murderers-beware-adv.txt,0.31,2.08,1.89,4.09,0.37,0.1,0.06,0.29,0.18,28.0,25.0,52.69,12.19,5.09,1.51,0.46,700.0,2
Murderers-beware-ele.txt,0.32,2.26,2.01,4.3,0.36,0.09,0.05,0.3,0.18,20.9,20.0,65.3,8.8,4.92,1.44,0.44,418.0,0
Murderers-beware-int.txt,0.33,2.27,2.02,4.27,0.37,0.1,0.06,0.31,0.18,22.11,26.0,59.99,9.79,5.02,1.49,0.45,575.0,1
NSA-2-adv.txt,0.52,1.82,1.9,4.1,0.11,0.07,0.04,0.37,0.18,27.13,37.0,46.14,13.0,5.38,1.6,0.4,1004.0,2
NSA-2-ele.txt,0.57,2.13,2.15,4.47,0.16,0.06,0.05,0.35,0.18,18.44,29.0,71.52,7.42,4.95,1.39,0.42,535.0,0
NSA-2-int.txt,0.52,1.9,1.97,4.27,0.14,0.07,0.04,0.37,0.18,23.58,31.0,54.8,10.97,5.22,1.53,0.42,731.0,1
NSA-scandal-adv.txt,0.41,1.77,1.78,4.02,0.17,0.05,0.03,0.37,0.16,26.2,40.0,50.73,11.98,5.28,1.56,0.37,1048.0,2
NSA-scandal-ele.txt,0.35,2.01,1.91,4.32,0.25,0.05,0.03,0.35,0.16,25.28,25.0,63.77,9.89,4.91,1.42,0.38,632.0,0
NSA-scandal-int.txt,0.4,1.91,1.89,4.21,0.21,0.04,0.02,0.38,0.15,25.38,34.0,56.01,11.05,5.17,1.51,0.36,863.0,1
Nelson-Mandela-adv.txt,0.33,2.44,2.19,4.46,0.33,0.07,0.02,0.34,0.17,21.73,49.0,70.43,8.19,4.72,1.38,0.42,1065.0,2
Nelson-Mandela-ele.txt,0.29,2.55,2.32,4.55,0.44,0.07,0.03,0.38,0.16,20.0,27.0,77.6,6.69,4.64,1.32,0.47,540.0,0
Nelson-Mandela-int.txt,0.34,2.57,2.29,4.56,0.36,0.07,0.02,0.34,0.18,19.35,42.0,75.83,6.86,4.63,1.34,0.43,813.0,1
Nepal-adv.txt,0.22,1.91,1.73,3.77,0.12,0.09,0.02,0.38,0.18,22.75,28.0,62.53,9.43,4.92,1.46,0.47,637.0,2
Nepal-ele.txt,0.22,2.12,1.92,4.09,0.14,0.08,0.02,0.37,0.18,19.33,30.0,70.22,7.58,4.72,1.41,0.44,580.0,0
Nepal-int.txt,0.23,2.02,1.82,3.98,0.13,0.08,0.01,0.38,0.18,21.27,29.0,67.39,8.42,4.8,1.42,0.46,617.0,1
Norwegian-sun-adv.txt,0.28,2.43,2.23,4.55,0.32,0.09,0.07,0.28,0.16,18.87,56.0,83.07,5.74,4.57,1.26,0.41,1057.0,2
Norwegian-sun-ele.txt,0.32,2.58,2.4,4.76,0.4,0.09,0.05,0.28,0.15,17.31,47.0,92.17,4.15,4.45,1.17,0.41,814.0,0
Norwegian-sun-int.txt,0.3,2.51,2.31,4.65,0.33,0.09,0.05,0.27,0.17,17.35,54.0,89.02,4.57,4.48,1.21,0.4,937.0,1
Obama-adv.txt,0.27,2.16,1.96,4.21,0.2,0.08,0.05,0.29,0.18,25.48,43.0,62.0,10.14,4.82,1.44,0.41,1096.0,2
Obama-ele.txt,0.24,2.3,2.07,4.43,0.22,0.07,0.06,0.29,0.2,21.12,25.0,79.25,6.75,4.52,1.28,0.45,528.0,0
Obama-int.txt,0.28,2.26,2.03,4.29,0.2,0.08,0.05,0.3,0.18,23.44,34.0,65.74,9.18,4.73,1.42,0.43,797.0,1
Old-age-adv.txt,0.3,2.08,1.82,4.01,0.18,0.15,0.03,0.33,0.14,27.6,33.0,45.41,12.75,5.25,1.62,0.44,911.0,2
Old-age-ele.txt,0.29,2.42,1.99,4.44,0.16,0.16,0.05,0.31,0.15,23.45,24.0,56.17,10.47,5.0,1.53,0.43,563.0,0
Old-age-int.txt,0.33,2.15,1.87,4.18,0.21,0.15,0.04,0.34,0.14,26.58,29.0,46.54,12.43,5.25,1.62,0.45,771.0,1
Organs-adv.txt,0.42,2.15,2.0,4.39,0.12,0.05,0.03,0.3,0.21,23.58,36.0,72.89,8.46,4.65,1.32,0.39,849.0,2
